close,high,low,open,volume,Name,date
^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,
6034.75,6058.0498046875,6025.14990234375,6045.64990234375,168500,NIFTY,2013-01-31
5998.89990234375,6052.9501953125,5983.2001953125,6040.9501953125,159300,NIFTY,2013-02-01
5987.25,6038.5,5981.25,6025.2001953125,141700,NIFTY,2013-02-04
5956.89990234375,5970.35009765625,5946.89990234375,5948.2001953125,136200,NIFTY,2013-02-05
5959.2001953125,5990.89990234375,5953.14990234375,5988.0498046875,157800,NIFTY,2013-02-06
5938.7998046875,5978.5,5927.60009765625,5936.4501953125,157600,NIFTY,2013-02-07
5903.5,5953.7001953125,5883.64990234375,5929.10009765625,192600,NIFTY,2013-02-08
5897.85009765625,5924.14990234375,5879.10009765625,5920.0498046875,122000,NIFTY,2013-02-11
5922.5,5927.64990234375,5886.4501953125,5894.35009765625,142800,NIFTY,2013-02-12
5932.9501953125,5969.5,5922.9501953125,5943.14990234375,142600,NIFTY,2013-02-13
5896.9501953125,5940.2001953125,5884.5498046875,5933.2001953125,143800,NIFTY,2013-02-14
5887.39990234375,5899.9501953125,5853.89990234375,5869.9501953125,125100,NIFTY,2013-02-15
5898.2001953125,5911.0,5878.4501953125,5888.64990234375,114300,NIFTY,2013-02-18
5939.7001953125,5947.5498046875,5883.14990234375,5900.2001953125,101000,NIFTY,2013-02-19
5943.0498046875,5971.0,5937.5498046875,5966.2998046875,135400,NIFTY,2013-02-20
5852.25,5921.14990234375,5844.39990234375,5909.64990234375,159400,NIFTY,2013-02-21
5850.2998046875,5873.7998046875,5835.7998046875,5837.9501953125,157000,NIFTY,2013-02-22
5854.75,5878.39990234375,5825.0,5870.5498046875,125100,NIFTY,2013-02-25
5761.35009765625,5838.85009765625,5748.60009765625,5838.2998046875,157400,NIFTY,2013-02-26
5796.89990234375,5818.2001953125,5749.7001953125,5784.89990234375,175200,NIFTY,2013-02-27
5693.0498046875,5849.89990234375,5671.89990234375,5834.35009765625,334900,NIFTY,2013-02-28
5719.7001953125,5739.4501953125,5679.89990234375,5702.4501953125,174500,NIFTY,2013-03-01
5698.5,5712.0,5663.60009765625,5704.7001953125,144900,NIFTY,2013-03-04
5784.25,5790.10009765625,5722.39990234375,5722.4501953125,154400,NIFTY,2013-03-05
5818.60009765625,5828.7001953125,5795.0498046875,5816.39990234375,156900,NIFTY,2013-03-06
5863.2998046875,5878.0,5801.2998046875,5801.2998046875,134700,NIFTY,2013-03-07
5945.7001953125,5952.85009765625,5883.0,5883.64990234375,150800,NIFTY,2013-03-08
5942.35009765625,5971.2001953125,5930.35009765625,5946.10009765625,125400,NIFTY,2013-03-11
5914.10009765625,5952.0,5893.64990234375,5944.60009765625,115900,NIFTY,2013-03-12
5851.2001953125,5893.85009765625,5842.25,5884.7998046875,116700,NIFTY,2013-03-13
5908.9501953125,5920.14990234375,5791.75,5845.9501953125,149000,NIFTY,2013-03-14
5872.60009765625,5945.64990234375,5861.0,5914.89990234375,152200,NIFTY,2013-03-15
5835.25,5850.2001953125,5814.35009765625,5816.75,102700,NIFTY,2013-03-18
5745.9501953125,5863.60009765625,5724.2998046875,5859.5,182300,NIFTY,2013-03-19
5694.39990234375,5745.2998046875,5682.2998046875,5740.5498046875,187600,NIFTY,2013-03-20
5658.75,5757.75,5647.9501953125,5705.89990234375,179200,NIFTY,2013-03-21
5651.35009765625,5691.4501953125,5631.7998046875,5659.7998046875,165300,NIFTY,2013-03-22
5633.85009765625,5718.39990234375,5624.39990234375,5707.2998046875,150400,NIFTY,2013-03-25
5641.60009765625,5655.2998046875,5612.0498046875,5613.75,126500,NIFTY,2013-03-26
5682.5498046875,5692.9501953125,5604.85009765625,5647.75,209700,NIFTY,2013-03-28
5704.39990234375,5720.9501953125,5675.89990234375,5697.35009765625,97800,NIFTY,2013-04-01
5748.10009765625,5754.60009765625,5687.14990234375,5701.7001953125,106400,NIFTY,2013-04-02
5672.89990234375,5744.9501953125,5650.10009765625,5740.2001953125,140700,NIFTY,2013-04-03
5574.75,5644.4501953125,5565.64990234375,5640.64990234375,134600,NIFTY,2013-04-04
5553.25,5577.2998046875,5534.7001953125,5568.10009765625,137500,NIFTY,2013-04-05
5542.9501953125,5569.2001953125,5537.0498046875,5550.5,97000,NIFTY,2013-04-08
5495.10009765625,5603.0498046875,5487.0,5568.75,138200,NIFTY,2013-04-09
5558.7001953125,5569.25,5477.2001953125,5536.25,128600,NIFTY,2013-04-10
5594.0,5610.64990234375,5542.85009765625,5601.64990234375,146800,NIFTY,2013-04-11
5528.5498046875,5544.5,5494.89990234375,5520.7001953125,127300,NIFTY,2013-04-12
5568.39990234375,5592.85009765625,5500.2998046875,5508.5,142900,NIFTY,2013-04-15
5688.9501953125,5699.25,5555.85009765625,5562.4501953125,142700,NIFTY,2013-04-16
5688.7001953125,5732.14990234375,5669.0,5708.64990234375,154600,NIFTY,2013-04-17
5783.10009765625,5794.35009765625,5681.85009765625,5682.7001953125,149900,NIFTY,2013-04-18
5834.39990234375,5844.85009765625,5789.7998046875,5789.85009765625,135100,NIFTY,2013-04-22
5836.89990234375,5844.2998046875,5791.5498046875,5843.10009765625,132200,NIFTY,2013-04-23
5916.2998046875,5924.60009765625,5853.2998046875,5856.10009765625,199600,NIFTY,2013-04-25
5871.4501953125,5907.0498046875,5860.5,5899.75,141300,NIFTY,2013-04-26
5904.10009765625,5918.64990234375,5868.7998046875,5877.60009765625,118900,NIFTY,2013-04-29
5930.2001953125,5962.2998046875,5867.7998046875,5932.60009765625,153200,NIFTY,2013-04-30
5999.35009765625,6019.4501953125,5910.9501953125,5911.39990234375,162400,NIFTY,2013-05-02
5944.0,6000.2998046875,5930.14990234375,5993.5,145800,NIFTY,2013-05-03
5971.0498046875,5976.5,5928.4501953125,5944.89990234375,110200,NIFTY,2013-05-06
6043.5498046875,6050.5,5982.9501953125,5983.4501953125,136400,NIFTY,2013-05-07
6069.2998046875,6083.5498046875,6024.9501953125,6064.14990234375,122300,NIFTY,2013-05-08
6050.14990234375,6084.7001953125,6040.4501953125,6078.35009765625,110000,NIFTY,2013-05-09
6094.75,6105.2998046875,6045.60009765625,6046.25,111400,NIFTY,2013-05-10
5980.4501953125,6104.9501953125,5972.89990234375,6098.2001953125,107900,NIFTY,2013-05-13
5995.39990234375,6026.2001953125,5970.0498046875,5989.7001953125,119300,NIFTY,2013-05-14
6146.75,6157.10009765625,6018.85009765625,6018.85009765625,153900,NIFTY,2013-05-15
6169.89990234375,6187.2998046875,6128.25,6128.25,158600,NIFTY,2013-05-16
6187.2998046875,6199.9501953125,6146.14990234375,6172.9501953125,147300,NIFTY,2013-05-17
6156.89990234375,6229.4501953125,6146.0498046875,6198.0,122300,NIFTY,2013-05-20
6114.10009765625,6180.25,6102.35009765625,6152.35009765625,130600,NIFTY,2013-05-21
6094.5,6147.60009765625,6074.4501953125,6127.0498046875,133800,NIFTY,2013-05-22
5967.0498046875,6081.4501953125,5955.7001953125,6050.39990234375,198900,NIFTY,2013-05-23
5983.5498046875,6015.2998046875,5936.7998046875,6010.7001953125,161600,NIFTY,2013-05-24
6083.14990234375,6099.89990234375,5975.5498046875,5989.39990234375,115100,NIFTY,2013-05-27
6111.25,6127.64990234375,6055.39990234375,6086.35009765625,139700,NIFTY,2013-05-28
6104.2998046875,6125.0498046875,6069.7998046875,6120.4501953125,120200,NIFTY,2013-05-29
6124.0498046875,6133.75,6072.14990234375,6072.14990234375,194100,NIFTY,2013-05-30
5985.9501953125,6106.25,5975.5498046875,6098.7001953125,175300,NIFTY,2013-05-31
5939.2998046875,6011.0,5916.35009765625,5997.35009765625,112100,NIFTY,2013-06-03
5919.4501953125,5981.60009765625,5910.25,5941.10009765625,114500,NIFTY,2013-06-04
5923.85009765625,5935.2001953125,5883.7001953125,5908.2998046875,110200,NIFTY,2013-06-05
5921.39990234375,5956.5498046875,5869.5,5895.0,114200,NIFTY,2013-06-06
5881.0,5972.7001953125,5871.2998046875,5900.0498046875,118300,NIFTY,2013-06-07
5878.0,5931.64990234375,5857.39990234375,5907.89990234375,100100,NIFTY,2013-06-10
5788.7998046875,5868.0498046875,5780.35009765625,5848.75,180900,NIFTY,2013-06-11
5760.2001953125,5792.89990234375,5738.60009765625,5771.75,140400,NIFTY,2013-06-12
5699.10009765625,5729.85009765625,5683.10009765625,5709.35009765625,142000,NIFTY,2013-06-13
5808.39990234375,5819.39990234375,5739.39990234375,5748.9501953125,124400,NIFTY,2013-06-14
5850.0498046875,5854.89990234375,5770.25,5820.39990234375,107200,NIFTY,2013-06-17
5813.60009765625,5863.39990234375,5804.2998046875,5841.89990234375,117500,NIFTY,2013-06-18
5822.25,5828.39990234375,5777.89990234375,5805.75,115500,NIFTY,2013-06-19
5655.89990234375,5755.0,5645.64990234375,5754.14990234375,198400,NIFTY,2013-06-20
5667.64990234375,5686.14990234375,5616.85009765625,5639.89990234375,182400,NIFTY,2013-06-21
5590.25,5640.0,5566.25,5638.0498046875,193500,NIFTY,2013-06-24
5609.10009765625,5666.25,5570.25,5606.9501953125,196600,NIFTY,2013-06-25
5588.7001953125,5635.25,5579.35009765625,5627.9501953125,160100,NIFTY,2013-06-26
5682.35009765625,5699.35009765625,5630.9501953125,5647.9501953125,239000,NIFTY,2013-06-27
5842.2001953125,5852.9501953125,5749.5,5749.5,214400,NIFTY,2013-06-28
5898.85009765625,5904.35009765625,5822.2001953125,5834.10009765625,144800,NIFTY,2013-07-01
5857.5498046875,5898.7998046875,5852.2998046875,5885.5,145700,NIFTY,2013-07-02
5770.89990234375,5815.0,5760.39990234375,5811.9501953125,160500,NIFTY,2013-07-03
5836.9501953125,5848.2001953125,5786.0498046875,5794.75,151900,NIFTY,2013-07-04
5867.89990234375,5900.4501953125,5858.4501953125,5889.9501953125,123600,NIFTY,2013-07-05
5811.5498046875,5833.85009765625,5775.5498046875,5833.14990234375,127600,NIFTY,2013-07-08
5859.0,5864.9501953125,5834.60009765625,5834.60009765625,110400,NIFTY,2013-07-09
5816.7001953125,5879.35009765625,5802.85009765625,5869.89990234375,117500,NIFTY,2013-07-10
5935.10009765625,5948.85009765625,5887.9501953125,5894.5,120200,NIFTY,2013-07-11
6009.0,6019.0,5951.14990234375,6000.5,127700,NIFTY,2013-07-12
6030.7998046875,6038.2001953125,5980.9501953125,5991.2001953125,116300,NIFTY,2013-07-15
5955.25,5966.0498046875,5910.9501953125,5930.7998046875,151200,NIFTY,2013-07-16
5973.2998046875,5989.7998046875,5926.75,5972.25,191500,NIFTY,2013-07-17
6038.0498046875,6051.10009765625,5974.5498046875,5984.7001953125,171700,NIFTY,2013-07-18
6029.2001953125,6066.85009765625,6020.25,6057.2001953125,163300,NIFTY,2013-07-19
6031.7998046875,6064.14990234375,6004.25,6009.75,115200,NIFTY,2013-07-22
6077.7998046875,6093.35009765625,6061.2998046875,6064.2998046875,126500,NIFTY,2013-07-23
5990.5,6047.25,5962.60009765625,6032.2001953125,151900,NIFTY,2013-07-24
5907.5,5990.64990234375,5896.39990234375,5970.39990234375,237100,NIFTY,2013-07-25
5886.2001953125,5944.5,5869.5,5937.9501953125,174500,NIFTY,2013-07-26
5831.64990234375,5886.0,5825.7998046875,5869.9501953125,173400,NIFTY,2013-07-29
5755.0498046875,5861.2998046875,5747.60009765625,5836.0498046875,181500,NIFTY,2013-07-30
5742.0,5752.10009765625,5675.75,5738.35009765625,235500,NIFTY,2013-07-31
5727.85009765625,5808.5,5676.85009765625,5776.89990234375,216800,NIFTY,2013-08-01
5677.89990234375,5761.85009765625,5649.0,5750.0498046875,222500,NIFTY,2013-08-02
5685.39990234375,5721.0,5661.5,5682.39990234375,197200,NIFTY,2013-08-05
5542.25,5664.89990234375,5521.7998046875,5664.89990234375,216200,NIFTY,2013-08-06
5519.10009765625,5561.4501953125,5486.85009765625,5549.2998046875,245000,NIFTY,2013-08-07
5565.64990234375,5577.60009765625,5510.0498046875,5510.0498046875,204900,NIFTY,2013-08-08
5612.39990234375,5644.10009765625,5557.10009765625,5606.7001953125,195700,NIFTY,2013-08-12
5699.2998046875,5704.75,5578.89990234375,5600.25,223000,NIFTY,2013-08-13
5742.2998046875,5754.5498046875,5690.2001953125,5715.39990234375,223700,NIFTY,2013-08-14
5507.85009765625,5716.60009765625,5496.0498046875,5705.4501953125,248100,NIFTY,2013-08-16
5414.75,5499.64990234375,5360.64990234375,5497.5498046875,219700,NIFTY,2013-08-19
5401.4501953125,5417.7998046875,5306.35009765625,5353.4501953125,261100,NIFTY,2013-08-20
5302.5498046875,5504.10009765625,5268.4501953125,5494.4501953125,255000,NIFTY,2013-08-21
5408.4501953125,5418.9501953125,5254.0498046875,5282.7998046875,284500,NIFTY,2013-08-22
5471.75,5478.7998046875,5377.7998046875,5428.75,251500,NIFTY,2013-08-23
5476.5,5528.7001953125,5454.4501953125,5499.39990234375,242000,NIFTY,2013-08-26
5287.4501953125,5427.39990234375,5274.25,5426.5,306000,NIFTY,2013-08-27
5285.0,5317.7001953125,5118.85009765625,5233.4501953125,336000,NIFTY,2013-08-28
5409.0498046875,5428.89990234375,5303.0,5316.5,326500,NIFTY,2013-08-29
5471.7998046875,5493.2998046875,5360.2001953125,5407.4501953125,336400,NIFTY,2013-08-30
5550.75,5564.89990234375,5478.85009765625,5480.25,214200,NIFTY,2013-09-02
5341.4501953125,5580.9501953125,5323.75,5574.7001953125,250300,NIFTY,2013-09-03
5448.10009765625,5460.25,5318.89990234375,5358.64990234375,237200,NIFTY,2013-09-04
5592.9501953125,5625.75,5552.7001953125,5553.75,274900,NIFTY,2013-09-05
5680.39990234375,5688.60009765625,5566.14990234375,5617.4501953125,253000,NIFTY,2013-09-06
5896.75,5904.85009765625,5738.2001953125,5738.5,275200,NIFTY,2013-09-10
5913.14990234375,5924.35009765625,5832.7001953125,5887.25,265000,NIFTY,2013-09-11
5850.7001953125,5932.0,5815.7998046875,5931.14990234375,273000,NIFTY,2013-09-12
5850.60009765625,5884.2998046875,5822.89990234375,5828.0,190800,NIFTY,2013-09-13
5840.5498046875,5957.25,5798.14990234375,5930.2998046875,219500,NIFTY,2013-09-16
5850.2001953125,5857.7998046875,5804.89990234375,5824.2001953125,157900,NIFTY,2013-09-17
5899.4501953125,5916.89990234375,5840.2001953125,5872.75,153600,NIFTY,2013-09-18
6115.5498046875,6142.5,6040.14990234375,6044.14990234375,287200,NIFTY,2013-09-19
6012.10009765625,6130.9501953125,5932.85009765625,6104.5498046875,318600,NIFTY,2013-09-20
5889.75,5989.39990234375,5871.39990234375,5945.7998046875,188300,NIFTY,2013-09-23
5892.4501953125,5938.39990234375,5854.5498046875,5855.0,187600,NIFTY,2013-09-24
5873.85009765625,5910.5498046875,5811.10009765625,5901.5498046875,200200,NIFTY,2013-09-25
5882.25,5917.64990234375,5864.10009765625,5872.7998046875,220600,NIFTY,2013-09-26
5833.2001953125,5909.2001953125,5819.2998046875,5905.5498046875,163100,NIFTY,2013-09-27
5735.2998046875,5810.2001953125,5718.5,5801.0498046875,155700,NIFTY,2013-09-30
5780.0498046875,5786.4501953125,5700.9501953125,5756.10009765625,159200,NIFTY,2013-10-01
5909.7001953125,5917.60009765625,5802.7001953125,5819.10009765625,199800,NIFTY,2013-10-03
5907.2998046875,5950.4501953125,5885.0,5891.2998046875,191500,NIFTY,2013-10-04
5906.14990234375,5912.0,5825.85009765625,5889.0498046875,156400,NIFTY,2013-10-07
5928.39990234375,5981.7001953125,5913.0,5975.0,158500,NIFTY,2013-10-08
6007.4501953125,6015.5,5877.10009765625,5893.25,192000,NIFTY,2013-10-09
6020.9501953125,6033.9501953125,5979.7998046875,6001.0498046875,159600,NIFTY,2013-10-10
6096.2001953125,6107.60009765625,6046.39990234375,6104.85009765625,180800,NIFTY,2013-10-11
6112.7001953125,6124.10009765625,6082.89990234375,6093.0,142200,NIFTY,2013-10-14
6089.0498046875,6156.2998046875,6056.5498046875,6147.5498046875,218300,NIFTY,2013-10-15
6045.85009765625,6110.75,6032.5498046875,6098.5,230600,NIFTY,2013-10-17
6189.35009765625,6201.4501953125,6070.89990234375,6070.89990234375,250300,NIFTY,2013-10-18
6204.9501953125,6218.9501953125,6163.2998046875,6202.0,197000,NIFTY,2013-10-21
6202.7998046875,6220.10009765625,6181.7998046875,6192.2998046875,161900,NIFTY,2013-10-22
6178.35009765625,6217.9501953125,6116.60009765625,6209.5498046875,188300,NIFTY,2013-10-23
6164.35009765625,6252.4501953125,6142.9501953125,6162.7998046875,148900,NIFTY,2013-10-24
6144.89990234375,6174.75,6125.9501953125,6154.0,144500,NIFTY,2013-10-25
6101.10009765625,6168.75,6094.10009765625,6155.10009765625,146300,NIFTY,2013-10-28
6220.89990234375,6228.0498046875,6079.2001953125,6107.5498046875,197300,NIFTY,2013-10-29
6251.7001953125,6269.2001953125,6222.60009765625,6230.7998046875,177600,NIFTY,2013-10-30
6299.14990234375,6309.0498046875,6235.89990234375,6237.14990234375,239600,NIFTY,2013-10-31
6307.2001953125,6332.60009765625,6286.9501953125,6289.75,191600,NIFTY,2013-11-01
6253.14990234375,6304.75,6244.2998046875,6282.14990234375,181100,NIFTY,2013-11-05
6215.14990234375,6269.7001953125,6208.7001953125,6260.5498046875,157100,NIFTY,2013-11-06
6187.25,6288.9501953125,6180.7998046875,6228.89990234375,168800,NIFTY,2013-11-07
6140.75,6185.14990234375,6120.9501953125,6170.14990234375,150100,NIFTY,2013-11-08
6078.7998046875,6141.64990234375,6067.75,6110.39990234375,146100,NIFTY,2013-11-11
6018.0498046875,6108.7001953125,6011.75,6087.25,153800,NIFTY,2013-11-12
5989.60009765625,6042.25,5972.4501953125,5998.85009765625,162500,NIFTY,2013-11-13
6056.14990234375,6101.64990234375,6036.64990234375,6037.0,154900,NIFTY,2013-11-14
6189.0,6196.7998046875,6110.39990234375,6111.0498046875,164000,NIFTY,2013-11-18
6203.35009765625,6212.39990234375,6180.2001953125,6197.25,161500,NIFTY,2013-11-19
6122.89990234375,6204.35009765625,6106.9501953125,6186.85009765625,155800,NIFTY,2013-11-20
5999.0498046875,6097.35009765625,5985.39990234375,6096.5,137200,NIFTY,2013-11-21
5995.4501953125,6049.60009765625,5972.7998046875,6027.35009765625,134800,NIFTY,2013-11-22
6115.35009765625,6123.5,6035.9501953125,6035.9501953125,127200,NIFTY,2013-11-25
6059.10009765625,6112.7001953125,6047.75,6099.25,150700,NIFTY,2013-11-26
6057.10009765625,6074.0,6030.2998046875,6062.7001953125,124900,NIFTY,2013-11-27
6091.85009765625,6112.9501953125,6068.2998046875,6092.0,195300,NIFTY,2013-11-28
6176.10009765625,6182.5,6103.7998046875,6103.89990234375,190700,NIFTY,2013-11-29
6217.85009765625,6228.7001953125,6171.14990234375,6171.14990234375,145900,NIFTY,2013-12-02
6201.85009765625,6225.39990234375,6191.39990234375,6204.25,156900,NIFTY,2013-12-03
6160.9501953125,6209.14990234375,6149.89990234375,6187.9501953125,186200,NIFTY,2013-12-04
6241.10009765625,6300.5498046875,6232.0,6262.4501953125,186100,NIFTY,2013-12-05
6259.89990234375,6275.35009765625,6230.75,6234.39990234375,158500,NIFTY,2013-12-06
6363.89990234375,6415.25,6345.0,6415.0,198300,NIFTY,2013-12-09
6332.85009765625,6362.25,6307.5498046875,6354.7001953125,242400,NIFTY,2013-12-10
6307.89990234375,6326.60009765625,6280.25,6307.2001953125,148200,NIFTY,2013-12-11
6237.0498046875,6286.85009765625,6230.5498046875,6276.75,148500,NIFTY,2013-12-12
6168.39990234375,6208.60009765625,6161.39990234375,6201.2998046875,169700,NIFTY,2013-12-13
6154.7001953125,6183.25,6146.0498046875,6168.35009765625,146500,NIFTY,2013-12-16
6139.0498046875,6190.5498046875,6133.0,6178.2001953125,154200,NIFTY,2013-12-17
6217.14990234375,6236.0,6129.9501953125,6129.9501953125,243300,NIFTY,2013-12-18
6166.64990234375,6263.75,6150.7001953125,6253.89990234375,437000,NIFTY,2013-12-19
6274.25,6284.5,6170.35009765625,6179.9501953125,172000,NIFTY,2013-12-20
6284.5,6317.5,6266.9501953125,6267.2001953125,131200,NIFTY,2013-12-23
6268.39990234375,6301.5,6262.0,6296.4501953125,107600,NIFTY,2013-12-24
6278.89990234375,6302.75,6259.4501953125,6270.10009765625,182300,NIFTY,2013-12-26
6313.7998046875,6324.89990234375,6289.39990234375,6292.7998046875,96900,NIFTY,2013-12-27
6291.10009765625,6344.0498046875,6273.14990234375,6336.39990234375,101300,NIFTY,2013-12-30
6304.0,6317.2998046875,6287.2998046875,6307.35009765625,103400,NIFTY,2013-12-31
6221.14990234375,6358.2998046875,6211.2998046875,6301.25,158100,NIFTY,2014-01-02
6211.14990234375,6221.7001953125,6171.25,6194.5498046875,139000,NIFTY,2014-01-03
6191.4501953125,6224.7001953125,6170.25,6220.85009765625,118300,NIFTY,2014-01-06
6162.25,6221.5,6144.75,6203.89990234375,138600,NIFTY,2014-01-07
6174.60009765625,6192.10009765625,6160.35009765625,6178.0498046875,146900,NIFTY,2014-01-08
6168.35009765625,6188.0498046875,6148.25,6181.7001953125,150100,NIFTY,2014-01-09
6171.4501953125,6239.10009765625,6139.60009765625,6178.85009765625,159900,NIFTY,2014-01-10
6272.75,6288.2001953125,6189.5498046875,6189.5498046875,135000,NIFTY,2014-01-13
6241.85009765625,6280.35009765625,6234.14990234375,6260.25,110200,NIFTY,2014-01-14
6320.89990234375,6325.2001953125,6265.2998046875,6265.9501953125,145900,NIFTY,2014-01-15
6318.89990234375,6346.5,6299.85009765625,6341.35009765625,153400,NIFTY,2014-01-16
6261.64990234375,6327.10009765625,6246.35009765625,6306.25,167700,NIFTY,2014-01-17
6303.9501953125,6307.4501953125,6243.35009765625,6261.75,122100,NIFTY,2014-01-20
6313.7998046875,6330.2998046875,6297.89990234375,6320.14990234375,141700,NIFTY,2014-01-21
6338.9501953125,6349.9501953125,6287.4501953125,6309.0498046875,137500,NIFTY,2014-01-22
6345.64990234375,6355.60009765625,6316.39990234375,6325.9501953125,120100,NIFTY,2014-01-23
6266.75,6331.4501953125,6263.89990234375,6301.64990234375,160300,NIFTY,2014-01-24
6135.85009765625,6188.5498046875,6130.25,6186.2998046875,190400,NIFTY,2014-01-27
6126.25,6163.60009765625,6085.9501953125,6131.85009765625,184100,NIFTY,2014-01-28
6120.25,6170.4501953125,6109.7998046875,6161.0,146700,NIFTY,2014-01-29
6073.7001953125,6082.85009765625,6027.25,6067.0,208100,NIFTY,2014-01-30
6089.5,6097.85009765625,6067.35009765625,6082.75,146700,NIFTY,2014-01-31
6001.7998046875,6074.85009765625,5994.4501953125,6058.7998046875,134900,NIFTY,2014-02-03
6000.89990234375,6017.7998046875,5933.2998046875,5947.60009765625,183300,NIFTY,2014-02-04
6022.39990234375,6028.0498046875,5962.0498046875,6004.25,166600,NIFTY,2014-02-05
6036.2998046875,6048.35009765625,5965.39990234375,6028.35009765625,185500,NIFTY,2014-02-06
6063.2001953125,6079.9501953125,6030.89990234375,6077.64990234375,181900,NIFTY,2014-02-07
6053.4501953125,6083.0498046875,6046.39990234375,6072.7998046875,133100,NIFTY,2014-02-10
6062.7001953125,6081.85009765625,6053.25,6072.4501953125,150500,NIFTY,2014-02-11
6084.0,6106.60009765625,6077.39990234375,6085.35009765625,138500,NIFTY,2014-02-12
6001.10009765625,6094.39990234375,5991.10009765625,6087.5498046875,153700,NIFTY,2014-02-13
6048.35009765625,6056.39990234375,5984.60009765625,6023.75,140200,NIFTY,2014-02-14
6127.10009765625,6141.7001953125,6066.7998046875,6071.2998046875,126600,NIFTY,2014-02-18
6152.75,6160.35009765625,6125.75,6132.0498046875,95200,NIFTY,2014-02-19
6091.4501953125,6129.10009765625,6086.4501953125,6127.14990234375,132100,NIFTY,2014-02-20
6155.4501953125,6159.64990234375,6108.0,6108.2998046875,112600,NIFTY,2014-02-21
6186.10009765625,6191.85009765625,6130.7998046875,6140.9501953125,144900,NIFTY,2014-02-24
6200.0498046875,6216.85009765625,6176.60009765625,6205.7001953125,146300,NIFTY,2014-02-25
6238.7998046875,6245.9501953125,6202.10009765625,6202.4501953125,181700,NIFTY,2014-02-26
6276.9501953125,6282.7001953125,6228.10009765625,6228.4501953125,180600,NIFTY,2014-02-28
6221.4501953125,6277.75,6212.25,6264.35009765625,144600,NIFTY,2014-03-03
6297.9501953125,6302.14990234375,6215.7001953125,6216.75,166800,NIFTY,2014-03-04
6328.64990234375,6336.25,6287.7998046875,6328.4501953125,160300,NIFTY,2014-03-05
6401.14990234375,6406.60009765625,6339.7001953125,6344.75,180700,NIFTY,2014-03-06
6526.64990234375,6537.7998046875,6413.5498046875,6413.9501953125,284900,NIFTY,2014-03-07
6537.25,6562.2001953125,6487.35009765625,6491.7001953125,242100,NIFTY,2014-03-10
6511.89990234375,6562.85009765625,6494.25,6537.35009765625,239000,NIFTY,2014-03-11
6516.89990234375,6546.14990234375,6487.2998046875,6497.5,175000,NIFTY,2014-03-12
6493.10009765625,6561.4501953125,6476.64990234375,6491.75,167900,NIFTY,2014-03-13
6504.2001953125,6518.4501953125,6432.7001953125,6447.25,177300,NIFTY,2014-03-14
6516.64990234375,6574.9501953125,6497.64990234375,6532.4501953125,179300,NIFTY,2014-03-18
6524.0498046875,6541.2001953125,6506.0,6530.0,172500,NIFTY,2014-03-19
6483.10009765625,6523.64990234375,6473.25,6508.35009765625,142000,NIFTY,2014-03-20
6493.2001953125,6522.89990234375,6485.7001953125,6515.2001953125,189900,NIFTY,2014-03-21
6583.5,6591.5,6510.5,6510.5,158400,NIFTY,2014-03-24
6589.75,6595.5498046875,6544.85009765625,6550.10009765625,168100,NIFTY,2014-03-25
6601.39990234375,6627.4501953125,6580.60009765625,6615.64990234375,186600,NIFTY,2014-03-26
6641.75,6673.9501953125,6599.5,6613.10009765625,312400,NIFTY,2014-03-27
